customer_id,customer_name,segment,region,total_profit,total_sales,num_orders,avg_discount,total_quantity,first_order,last_order,profit_margin_%,avg_order_value,customer_lifespan_days,tenure_bucket
KC-16255,Karen Carlisle,Corporate,West,8.0464,17.12,1,0.0,2,2013-06-20,2013-06-20,47.0,17.12,0,One-time
KC-16540,Kelly Collister,Consumer,Central,-3.9032,2.296,1,0.8,2,2013-11-15,2013-11-15,-170.0,2.3,0,One-time
KC-16540,Kelly Collister,Consumer,East,24.4758,103.056,1,0.2,3,2014-09-25,2014-09-25,23.75,103.06,0,One-time
KC-16540,Kelly Collister,Consumer,West,688.8493,3802.91,2,0.0,23,2012-11-02,2013-09-12,18.11,1901.46,314,6-12mo
KC-16675,Kimberly Carter,Corporate,South,64.1711,699.054,3,0.08,29,2011-12-13,2014-05-27,9.18,233.02,896,2yr+
KC-16675,Kimberly Carter,Corporate,West,92.6086,446.99600000000004,1,0.1,11,2014-11-04,2014-11-04,20.72,447.0,0,One-time
KD-16270,Karen Daniels,Consumer,Central,-1340.5041,1639.496,1,0.37142857142857144,27,2011-11-11,2011-11-11,-81.76,1639.5,0,One-time
KD-16270,Karen Daniels,Consumer,East,2283.0463,6241.282,2,0.06666666666666667,22,2013-03-02,2013-09-03,36.58,3120.64,185,6-12mo
KD-16270,Karen Daniels,Consumer,South,35.6636,75.88,1,0.0,2,2013-06-05,2013-06-05,47.0,75.88,0,One-time
KD-16270,Karen Daniels,Consumer,West,129.4894,325.7,1,0.0,13,2012-12-12,2012-12-12,39.76,325.7,0,One-time
KD-16345,Katherine Ducich,Consumer,Central,-8.619199999999992,775.01,1,0.2333333333333333,9,2012-12-20,2012-12-20,-1.11,775.01,0,One-time
KD-16345,Katherine Ducich,Consumer,East,275.3462,940.434,2,0.05,14,2011-09-02,2012-11-19,29.28,470.22,444,1-2yr
KD-16345,Katherine Ducich,Consumer,West,61.8672,173.51999999999998,3,0.13333333333333333,13,2011-12-13,2014-11-20,35.65,57.84,1073,2yr+
KD-16495,Keith Dawkins,Corporate,Central,225.4588,1007.354,2,0.16,13,2012-12-10,2013-12-31,22.38,503.68,386,1-2yr
KD-16495,Keith Dawkins,Corporate,East,2516.8113999999996,5871.738,3,0.042857142857142864,21,2012-11-08,2014-08-14,42.86,1957.25,644,1-2yr
KD-16495,Keith Dawkins,Corporate,South,100.1136,295.044,3,0.06666666666666667,22,2011-09-28,2012-12-14,33.93,98.35,443,1-2yr
KD-16495,Keith Dawkins,Corporate,West,196.2416,1007.12,4,0.095,28,2013-09-17,2014-09-10,19.49,251.78,358,6-12mo
KD-16615,Ken Dana,Corporate,East,45.84,146.688,1,0.2,8,2013-08-27,2013-08-27,31.25,146.69,0,One-time
KD-16615,Ken Dana,Corporate,West,493.88190000000003,2096.822,4,0.10000000000000002,48,2012-09-13,2014-03-17,23.55,524.21,550,1-2yr
KE-16420,Katrina Edelman,Corporate,Central,-17.050200000000004,315.7592,2,0.38,25,2012-06-01,2014-11-14,-5.4,157.88,896,2yr+
KE-16420,Katrina Edelman,Corporate,East,234.2953,692.132,2,0.06666666666666667,16,2012-07-16,2014-12-05,33.85,346.07,872,2yr+
KE-16420,Katrina Edelman,Corporate,South,10.647,170.352,1,0.2,3,2011-06-08,2011-06-08,6.25,170.35,0,One-time
KE-16420,Katrina Edelman,Corporate,West,169.9878,508.488,3,0.1857142857142857,23,2011-04-03,2013-09-26,33.43,169.5,907,2yr+
KF-16285,Karen Ferguson,Home Office,Central,103.9546,639.83,1,0.0,9,2014-07-02,2014-07-02,16.25,639.83,0,One-time
KF-16285,Karen Ferguson,Home Office,East,632.4618999999999,2633.5099999999998,1,0.0,9,2014-04-09,2014-04-09,24.02,2633.51,0,One-time
KF-16285,Karen Ferguson,Home Office,South,45.283100000000005,148.16000000000003,1,0.0,15,2014-09-25,2014-09-25,30.56,148.16,0,One-time
KF-16285,Karen Ferguson,Home Office,West,878.4390000000001,7182.766,4,0.07500000000000001,34,2011-09-26,2014-09-12,12.23,1795.69,1082,2yr+
KH-16330,Katharine Harms,Corporate,Central,8.425600000000001,622.37,2,0.2333333333333333,12,2011-05-05,2013-06-28,1.35,311.18,785,2yr+
KH-16330,Katharine Harms,Corporate,East,403.78200000000004,2525.918,4,0.075,47,2011-04-01,2014-11-21,15.99,631.48,1330,2yr+
KH-16330,Katharine Harms,Corporate,South,39.4268,140.81,1,0.0,1,2013-07-19,2013-07-19,28.0,140.81,0,One-time
KH-16330,Katharine Harms,Corporate,West,3.1527000000000003,23.766000000000002,1,0.44999999999999996,10,2014-11-18,2014-11-18,13.27,23.77,0,One-time
KH-16360,Katherine Hughes,Consumer,Central,17.346800000000005,1232.78,2,0.3166666666666667,18,2011-05-21,2013-07-31,1.41,616.39,802,2yr+
KH-16360,Katherine Hughes,Consumer,East,12.836400000000001,45.452,2,0.1,6,2011-04-29,2014-04-04,28.24,22.73,1071,2yr+
KH-16360,Katherine Hughes,Consumer,South,498.0219,1822.3799999999999,2,0.0,16,2013-07-03,2014-12-30,27.33,911.19,545,1-2yr
KH-16510,Keith Herrera,Consumer,Central,-53.160799999999995,96.688,2,0.35000000000000003,15,2011-08-15,2014-10-29,-54.98,48.34,1171,2yr+
KH-16510,Keith Herrera,Consumer,South,250.8226,1046.47,1,0.0,12,2012-06-18,2012-06-18,23.97,1046.47,0,One-time
KH-16510,Keith Herrera,Consumer,West,458.4544,4809.701,4,0.07857142857142858,64,2011-10-05,2014-12-09,9.53,1202.43,1161,2yr+
KH-16630,Ken Heidel,Corporate,Central,31.109199999999998,86.264,3,0.13333333333333333,14,2013-07-26,2014-10-02,36.06,28.75,433,1-2yr
KH-16630,Ken Heidel,Corporate,East,526.1472,2588.876,2,0.03333333333333333,24,2012-09-18,2014-09-11,20.32,1294.44,723,1-2yr
KH-16630,Ken Heidel,Corporate,South,127.9659,1044.44,1,0.2,29,2011-11-01,2011-11-01,12.25,1044.44,0,One-time
KH-16630,Ken Heidel,Corporate,West,42.1563,199.386,3,0.1,17,2012-02-03,2014-11-03,21.14,66.46,1004,2yr+
KH-16690,Kristen Hastings,Corporate,East,13.8915,51.45,1,0.0,3,2012-05-23,2012-05-23,27.0,51.45,0,One-time
KH-16690,Kristen Hastings,Corporate,South,1038.5751,3769.56,1,0.0,22,2011-03-21,2011-03-21,27.55,3769.56,0,One-time
KH-16690,Kristen Hastings,Corporate,West,175.0425,2169.789,5,0.2111111111111111,44,2012-10-26,2014-12-29,8.07,433.96,794,2yr+
KL-16555,Kelly Lampkin,Corporate,Central,-259.5362,1003.486,2,0.6,20,2011-06-15,2014-07-22,-25.86,501.74,1133,2yr+
KL-16555,Kelly Lampkin,Corporate,East,-26.328200000000002,537.616,1,0.2,8,2013-09-24,2013-09-24,-4.9,537.62,0,One-time
KL-16555,Kelly Lampkin,Corporate,South,26.654200000000003,2456.706,3,0.17500000000000002,25,2013-11-07,2014-12-15,1.08,818.9,403,1-2yr
KL-16555,Kelly Lampkin,Corporate,West,76.4289,1018.6800000000001,2,0.24285714285714288,31,2011-12-26,2014-01-01,7.5,509.34,737,2yr+
KL-16645,Ken Lonsdale,Consumer,Central,146.926,4517.295,5,0.3058823529411765,65,2013-05-24,2014-05-24,3.25,903.46,365,6-12mo
KL-16645,Ken Lonsdale,Consumer,East,233.3158,1185.54,2,0.0,16,2011-08-11,2012-11-13,19.68,592.77,460,1-2yr
KL-16645,Ken Lonsdale,Consumer,West,426.61319999999995,8472.394,5,0.08571428571428573,32,2011-07-25,2014-11-14,5.04,1694.48,1208,2yr+
KM-16225,Kalyca Meade,Corporate,Central,74.78620000000001,165.27999999999997,2,0.0,13,2013-11-11,2014-11-03,45.25,82.64,357,6-12mo
KM-16225,Kalyca Meade,Corporate,East,450.1125,1675.444,3,0.02,39,2012-07-06,2014-12-10,26.87,558.48,887,2yr+
KM-16225,Kalyca Meade,Corporate,West,110.207,420.234,1,0.04,20,2014-12-17,2014-12-17,26.23,420.23,0,One-time
KM-16375,Katherine Murray,Home Office,Central,-101.5453,1569.896,2,0.32499999999999996,15,2011-07-20,2012-06-19,-6.47,784.95,335,6-12mo
KM-16375,Katherine Murray,Home Office,East,1071.7254,2846.22,1,0.0,19,2011-12-31,2011-12-31,37.65,2846.22,0,One-time
KM-16375,Katherine Murray,Home Office,South,130.6667,288.33,3,0.0,8,2013-07-26,2014-11-05,45.32,96.11,467,1-2yr
KM-16375,Katherine Murray,Home Office,West,-127.0566,915.74,2,0.21428571428571427,27,2012-12-06,2014-02-21,-13.87,457.87,442,1-2yr
KM-16660,Khloe Miller,Consumer,East,3.1382,19.312,1,0.2,2,2013-08-02,2013-08-02,16.25,19.31,0,One-time
KM-16660,Khloe Miller,Consumer,South,34.3474,129.64,1,0.0,11,2012-12-10,2012-12-10,26.49,129.64,0,One-time
KM-16660,Khloe Miller,Consumer,West,53.6535,304.586,3,0.04,17,2011-12-22,2014-12-16,17.62,101.53,1090,2yr+
KM-16720,Kunst Miller,Consumer,Central,61.7937,697.074,1,0.225,11,2011-04-18,2011-04-18,8.86,697.07,0,One-time
KM-16720,Kunst Miller,Consumer,East,440.4459,1953.86,3,0.018181818181818184,38,2011-03-30,2014-12-03,22.54,651.29,1344,2yr+
KM-16720,Kunst Miller,Consumer,West,243.52890000000002,2258.538,4,0.1076923076923077,49,2011-04-01,2012-11-24,10.78,564.63,603,1-2yr
KN-16390,Katherine Nockton,Corporate,Central,15.6534,68.712,1,0.2,7,2014-04-22,2014-04-22,22.78,68.71,0,One-time
KN-16390,Katherine Nockton,Corporate,East,-131.46370000000002,2146.7039999999997,6,0.25833333333333336,40,2011-12-02,2014-12-12,-6.12,357.78,1106,2yr+
KN-16390,Katherine Nockton,Corporate,West,-35.341499999999996,401.85600000000005,2,0.06666666666666667,9,2012-10-10,2014-07-12,-8.79,200.93,640,1-2yr
KN-16450,Kean Nguyen,Corporate,Central,-121.58,48.632,1,0.8,2,2012-07-09,2012-07-09,-250.0,48.63,0,One-time
KN-16450,Kean Nguyen,Corporate,East,112.422,274.2,1,0.0,10,2014-11-09,2014-11-09,41.0,274.2,0,One-time
KN-16450,Kean Nguyen,Corporate,South,-0.8558,1.167,1,0.7,1,2011-12-16,2011-12-16,-73.33,1.17,0,One-time
KN-16450,Kean Nguyen,Corporate,West,124.3221,1847.963,2,0.15,36,2011-04-12,2012-12-27,6.73,923.98,625,1-2yr
KN-16705,Kristina Nunn,Home Office,Central,-183.1062,100.86,1,0.5,9,2012-10-18,2012-10-18,-181.54,100.86,0,One-time
KN-16705,Kristina Nunn,Home Office,East,156.5065,325.33,2,0.0,18,2011-03-02,2011-11-11,48.11,162.66,254,6-12mo
KN-16705,Kristina Nunn,Home Office,South,30.5854,475.68,2,0.1,4,2011-03-16,2014-06-12,6.43,237.84,1184,2yr+
KN-16705,Kristina Nunn,Home Office,West,325.77680000000004,1378.71,3,0.10000000000000002,24,2013-07-23,2014-09-24,23.63,459.57,428,1-2yr
KS-16300,Karen Seio,Corporate,South,-1.566600000000001,71.696,2,0.3,7,2012-01-13,2014-03-11,-2.19,35.85,788,2yr+
KS-16300,Karen Seio,Corporate,West,1.6776,16.776,1,0.2,3,2012-03-15,2012-03-15,10.0,16.78,0,One-time
KT-16465,Kean Takahito,Consumer,Central,50.6738,1711.7060000000001,2,0.3333333333333333,23,2011-09-08,2013-03-22,2.96,855.85,561,1-2yr
KT-16465,Kean Takahito,Consumer,South,14.8718,52.608000000000004,1,0.2,3,2011-09-17,2011-09-17,28.27,52.61,0,One-time
KT-16465,Kean Takahito,Consumer,West,188.4576,1292.7859999999998,4,0.13333333333333333,19,2011-09-26,2013-12-05,14.58,323.2,801,2yr+
KT-16480,Kean Thornton,Consumer,Central,13.585399999999996,1225.5564000000002,2,0.2733333333333334,11,2013-09-11,2014-05-31,1.11,612.78,262,6-12mo
KT-16480,Kean Thornton,Consumer,East,149.0963,2587.676,4,0.13999999999999999,13,2011-05-08,2014-04-30,5.76,646.92,1088,2yr+
KT-16480,Kean Thornton,Consumer,South,24.144,80.48,1,0.0,1,2014-09-22,2014-09-22,30.0,80.48,0,One-time
KT-16480,Kean Thornton,Consumer,West,7.2414000000000005,748.376,3,0.1,12,2011-03-10,2014-08-21,0.97,249.46,1260,2yr+
KW-16435,Katrina Willman,Consumer,Central,31.448099999999997,106.56400000000001,3,0.3333333333333333,13,2012-12-06,2014-08-01,29.51,35.52,603,1-2yr
KW-16435,Katrina Willman,Consumer,East,118.9848,562.026,1,0.025,15,2014-09-26,2014-09-26,21.17,562.03,0,One-time
KW-16435,Katrina Willman,Consumer,South,1605.7021,3747.9300000000003,1,0.0,14,2012-08-24,2012-08-24,42.84,3747.93,0,One-time
KW-16570,Kelly Williams,Consumer,Central,47.1344,241.34,1,0.0,7,2012-08-07,2012-08-07,19.53,241.34,0,One-time
KW-16570,Kelly Williams,Consumer,South,52.782599999999995,175.716,2,0.1,12,2011-09-30,2012-04-18,30.04,87.86,201,6-12mo
KW-16570,Kelly Williams,Consumer,West,8.01,32.04,1,0.0,3,2012-11-20,2012-11-20,25.0,32.04,0,One-time
LA-16780,Laura Armstrong,Corporate,Central,1041.5898,5076.47,5,0.19999999999999998,43,2012-05-04,2014-07-30,20.52,1015.29,817,2yr+
LA-16780,Laura Armstrong,Corporate,East,664.0879,2123.71,3,0.0,34,2011-07-11,2013-11-25,31.27,707.9,868,2yr+
LA-16780,Laura Armstrong,Corporate,South,68.949,661.5039999999999,1,0.2,7,2011-04-29,2011-04-29,10.42,661.5,0,One-time
LA-16780,Laura Armstrong,Corporate,West,284.4932,811.538,2,0.05,21,2013-01-09,2013-09-25,35.06,405.77,259,6-12mo
LB-16735,Larry Blacks,Consumer,Central,-1.4413,1.988,1,0.6,1,2014-04-27,2014-04-27,-72.5,1.99,0,One-time
LB-16735,Larry Blacks,Consumer,South,9.352,26.72,1,0.2,5,2014-11-13,2014-11-13,35.0,26.72,0,One-time
LB-16735,Larry Blacks,Consumer,West,10.74,21.48,1,0.0,6,2013-07-26,2013-07-26,50.0,21.48,0,One-time
LB-16795,Laurel Beltran,Home Office,Central,-4.704,3.136,1,0.8,2,2013-11-14,2013-11-14,-150.0,3.14,0,One-time
LB-16795,Laurel Beltran,Home Office,East,380.36949999999996,1465.0680000000002,2,0.21428571428571427,25,2011-04-23,2014-08-01,25.96,732.53,1196,2yr+
LB-16795,Laurel Beltran,Home Office,South,43.4442,681.432,1,0.44999999999999996,5,2013-11-12,2013-11-12,6.38,681.43,0,One-time
LB-16795,Laurel Beltran,Home Office,West,-471.3007,2836.04,4,0.17857142857142858,44,2013-09-02,2014-05-10,-16.62,709.01,250,6-12mo
LC-16870,Lena Cacioppo,Consumer,Central,-499.3606,449.45799999999997,3,0.48750000000000004,27,2013-03-07,2014-09-24,-111.1,149.82,566,1-2yr
LC-16870,Lena Cacioppo,Consumer,East,8.3328,111.104,1,0.2,7,2013-03-01,2013-03-01,7.5,111.1,0,One-time
LC-16870,Lena Cacioppo,Consumer,South,144.8492,874.8,1,0.0,18,2014-03-28,2014-03-28,16.56,874.8,0,One-time
LC-16870,Lena Cacioppo,Consumer,West,157.92749999999998,1145.3419999999999,3,0.20666666666666667,61,2012-05-03,2014-12-04,13.79,381.78,945,2yr+
LC-16885,Lena Creighton,Consumer,Central,-279.8508,1126.948,2,0.44999999999999996,9,2012-11-28,2014-12-15,-24.83,563.47,747,2yr+
LC-16885,Lena Creighton,Consumer,East,1178.7636,3220.2720000000004,3,0.275,10,2012-06-16,2013-12-23,36.6,1073.42,555,1-2yr
LC-16885,Lena Creighton,Consumer,South,38.864999999999995,319.464,2,0.2,5,2011-04-25,2014-06-13,12.17,159.73,1145,2yr+
LC-16885,Lena Creighton,Consumer,West,350.5691,2996.442,5,0.08000000000000002,69,2011-05-27,2014-11-17,11.7,599.29,1270,2yr+
LC-16930,Linda Cazamias,Corporate,Central,51.8916,1719.81,4,0.16666666666666666,21,2011-02-21,2014-11-20,3.02,429.95,1368,2yr+
LC-16930,Linda Cazamias,Corporate,East,4.2,8.4,1,0.0,5,2014-06-11,2014-06-11,50.0,8.4,0,One-time
LC-16930,Linda Cazamias,Corporate,West,232.1744,2764.7360000000003,3,0.2,26,2013-05-22,2013-09-12,8.4,921.58,113,0-6mo
LC-16960,Lindsay Castell,Home Office,East,10.5336,37.775999999999996,1,0.1,8,2012-02-23,2012-02-23,27.88,37.78,0,One-time
LC-16960,Lindsay Castell,Home Office,South,21.279399999999995,532.178,2,0.39999999999999997,13,2013-02-21,2013-10-21,4.0,266.09,242,6-12mo
LC-16960,Lindsay Castell,Home Office,West,267.6672,2676.672,1,0.2,9,2012-12-01,2012-12-01,10.0,2676.67,0,One-time
LC-17050,Liz Carlisle,Consumer,Central,-19.864,30.56,1,0.6,5,2014-11-07,2014-11-07,-65.0,30.56,0,One-time
LC-17050,Liz Carlisle,Consumer,East,-131.5086,609.4380000000001,1,0.5,16,2011-11-02,2011-11-02,-21.58,609.44,0,One-time
LC-17050,Liz Carlisle,Consumer,South,225.264,866.4,1,0.0,4,2013-02-03,2013-02-03,26.0,866.4,0,One-time
LC-17050,Liz Carlisle,Consumer,West,12.886599999999998,588.6659999999999,2,0.0875,18,2011-02-01,2014-09-10,2.19,294.33,1317,2yr+
LC-17140,Logan Currie,Consumer,Central,-211.2254,184.24200000000002,2,0.5666666666666667,6,2013-06-26,2014-12-18,-114.65,92.12,540,1-2yr
LC-17140,Logan Currie,Consumer,East,144.1339,1408.3459999999998,3,0.17500000000000002,30,2011-09-09,2014-09-23,10.23,469.45,1110,2yr+
LC-17140,Logan Currie,Consumer,South,249.1506,859.14,1,0.0,9,2013-12-24,2013-12-24,29.0,859.14,0,One-time
LC-17140,Logan Currie,Consumer,West,49.0661,181.85399999999998,3,0.06666666666666667,17,2012-12-01,2014-12-18,26.98,60.62,747,2yr+
LD-16855,Lela Donovan,Corporate,Central,0.4641,5.304,1,0.2,3,2013-06-27,2013-06-27,8.75,5.3,0,One-time
LD-17005,Lisa DeCherney,Consumer,Central,74.8142,257.98,1,0.0,2,2013-11-12,2013-11-12,29.0,257.98,0,One-time
LD-17005,Lisa DeCherney,Consumer,East,445.9008,1609.32,1,0.0,18,2011-09-29,2011-09-29,27.71,1609.32,0,One-time
LD-17005,Lisa DeCherney,Consumer,West,36.4564,94.634,2,0.1,5,2013-05-24,2013-11-08,38.52,47.32,168,0-6mo
LE-16810,Laurel Elliston,Consumer,Central,-85.26389999999999,223.382,2,0.525,13,2011-05-27,2014-05-23,-38.17,111.69,1092,2yr+
LE-16810,Laurel Elliston,Consumer,East,5.083,29.9,1,0.0,5,2012-06-12,2012-06-12,17.0,29.9,0,One-time
LE-16810,Laurel Elliston,Consumer,South,197.469,771.4000000000001,2,0.0,10,2011-12-16,2013-05-20,25.6,385.7,521,1-2yr
LE-16810,Laurel Elliston,Consumer,West,44.4768,444.768,1,0.2,4,2014-12-10,2014-12-10,10.0,444.77,0,One-time
LF-17185,Luke Foster,Consumer,Central,-3805.549,2680.692,2,0.6571428571428571,34,2011-07-26,2011-12-06,-141.96,1340.35,133,0-6mo
LF-17185,Luke Foster,Consumer,East,165.1389,1021.4390000000001,3,0.06000000000000001,19,2012-03-05,2014-02-17,16.17,340.48,714,1-2yr
LF-17185,Luke Foster,Consumer,South,3.4684,9.568,1,0.2,2,2011-12-24,2011-12-24,36.25,9.57,0,One-time
LF-17185,Luke Foster,Consumer,West,52.9647,218.81,1,0.0,14,2014-12-09,2014-12-09,24.21,218.81,0,One-time
LH-16750,Larry Hughes,Consumer,East,-5.037,6.57,1,0.7,3,2011-09-21,2011-09-21,-76.67,6.57,0,One-time
LH-16750,Larry Hughes,Consumer,South,16.9975,271.96,1,0.2,5,2014-08-02,2014-08-02,6.25,271.96,0,One-time
LH-16750,Larry Hughes,Consumer,West,0.6672,8.896,1,0.2,4,2014-04-26,2014-04-26,7.5,8.9,0,One-time
LH-16900,Lena Hernandez,Consumer,Central,65.2235,315.286,2,0.06666666666666667,16,2014-07-24,2014-12-10,20.69,157.64,139,0-6mo
LH-16900,Lena Hernandez,Consumer,East,74.4828,450.046,3,0.18,13,2011-09-01,2013-06-21,16.55,150.02,659,1-2yr
LH-16900,Lena Hernandez,Consumer,South,340.1874,1406.856,3,0.10000000000000002,28,2011-08-19,2013-12-09,24.18,468.95,843,2yr+
LH-16900,Lena Hernandez,Consumer,West,46.179,123.144,1,0.2,7,2011-11-07,2011-11-07,37.5,123.14,0,One-time
LH-17020,Lisa Hazard,Consumer,Central,-79.3352,51.184,1,0.8,4,2011-09-08,2011-09-08,-155.0,51.18,0,One-time
LH-17020,Lisa Hazard,Consumer,East,-26.9955,107.982,1,0.4,3,2012-02-08,2012-02-08,-25.0,107.98,0,One-time
LH-17020,Lisa Hazard,Consumer,West,-136.4092,159.07299999999998,2,0.39999999999999997,27,2013-11-05,2014-05-06,-85.75,79.54,182,6-12mo
LH-17155,Logan Haushalter,Consumer,Central,35.187,625.089,2,0.1,11,2013-07-11,2013-12-10,5.63,312.54,152,0-6mo
LH-17155,Logan Haushalter,Consumer,East,29.769,79.384,1,0.2,1,2013-05-15,2013-05-15,37.5,79.38,0,One-time
LH-17155,Logan Haushalter,Consumer,West,251.5642,1035.216,6,0.06153846153846154,32,2011-12-12,2013-12-11,24.3,172.54,730,1-2yr
LL-16840,Lauren Leatherbury,Consumer,East,5.9364,17.46,1,0.0,2,2011-04-29,2011-04-29,34.0,17.46,0,One-time
LL-16840,Lauren Leatherbury,Consumer,South,511.28000000000003,2614.71,3,0.0,38,2011-08-12,2014-02-18,19.55,871.57,921,2yr+
LL-16840,Lauren Leatherbury,Consumer,West,42.7914,109.03399999999999,2,0.05,10,2012-06-04,2014-04-26,39.25,54.52,691,1-2yr
LM-17065,Liz MacKendrick,Consumer,East,-123.98219999999999,700.644,3,0.13333333333333333,21,2012-12-18,2013-12-05,-17.7,233.55,352,6-12mo
LM-17065,Liz MacKendrick,Consumer,South,79.10419999999999,646.13,2,0.0,11,2011-06-27,2012-02-20,12.24,323.06,238,6-12mo
LO-17170,Lori Olson,Corporate,Central,-9.7236,125.97999999999999,1,0.575,12,2014-12-29,2014-12-29,-7.72,125.98,0,One-time
LO-17170,Lori Olson,Corporate,East,125.4404,295.42,2,0.0,10,2014-05-29,2014-10-29,42.46,147.71,153,0-6mo
LO-17170,Lori Olson,Corporate,South,16.3896,176.63,1,0.0,8,2012-02-06,2012-02-06,9.28,176.63,0,One-time
LO-17170,Lori Olson,Corporate,West,18.0648,46.32,1,0.0,4,2012-09-06,2012-09-06,39.0,46.32,0,One-time
LP-17080,Liz Pelletier,Consumer,West,110.7813,756.606,4,0.1111111111111111,39,2011-06-24,2014-11-21,14.64,189.15,1246,2yr+
LP-17095,Liz Preis,Consumer,Central,227.9136,2488.9069999999997,2,0.22000000000000003,12,2014-01-31,2014-12-22,9.16,1244.45,325,6-12mo
LP-17095,Liz Preis,Consumer,East,34.974,548.96,1,0.2,5,2013-06-07,2013-06-07,6.37,548.96,0,One-time
LP-17095,Liz Preis,Consumer,South,31.1756,249.88,2,0.15000000000000002,17,2014-03-04,2014-09-06,12.48,124.94,186,6-12mo
LP-17095,Liz Preis,Consumer,West,44.382200000000005,365.65200000000004,2,0.175,18,2013-09-09,2013-10-03,12.14,182.83,24,0-6mo
LR-16915,Lena Radford,Consumer,South,-234.34049999999996,1174.368,3,0.36,17,2012-11-30,2014-12-05,-19.95,391.46,735,2yr+
LR-16915,Lena Radford,Consumer,West,769.8169,3968.524,3,0.09090909090909091,47,2011-08-08,2013-09-03,19.4,1322.84,757,2yr+
LR-17035,Lisa Ryan,Corporate,Central,-387.67589999999996,547.997,1,0.55,7,2013-09-27,2013-09-27,-70.74,548.0,0,One-time
LR-17035,Lisa Ryan,Corporate,East,-123.0432,847.8090000000001,2,0.44999999999999996,14,2012-09-07,2014-07-24,-14.51,423.9,685,1-2yr
LR-17035,Lisa Ryan,Corporate,West,127.9112,483.5,2,0.06666666666666667,23,2011-09-07,2014-08-21,26.46,241.75,1079,2yr+
LS-16945,Linda Southworth,Corporate,Central,-359.7987,396.394,1,0.52,28,2014-07-06,2014-07-06,-90.77,396.39,0,One-time
LS-16945,Linda Southworth,Corporate,East,10.0778,85.916,2,0.1,6,2013-09-30,2014-04-25,11.73,42.96,207,6-12mo
LS-16945,Linda Southworth,Corporate,West,30.9472,2362.96,3,0.21428571428571427,17,2012-04-25,2014-01-13,1.31,787.65,628,1-2yr
LS-16975,Lindsay Shagiari,Home Office,Central,27.597100000000005,1170.75,5,0.37333333333333335,43,2011-10-20,2014-12-11,2.36,234.15,1148,2yr+
LS-16975,Lindsay Shagiari,Home Office,East,177.78799999999995,1415.9600000000003,2,0.1,13,2012-09-17,2014-11-29,12.56,707.98,803,2yr+
LS-16975,Lindsay Shagiari,Home Office,West,57.251599999999996,401.964,2,0.06666666666666667,7,2011-11-26,2013-11-07,14.24,200.98,712,1-2yr
LS-17200,Luke Schmidt,Corporate,Central,47.4476,197.288,2,0.36,20,2014-06-18,2014-08-01,24.05,98.64,44,0-6mo
LS-17200,Luke Schmidt,Corporate,East,18.6496,100.61599999999999,1,0.20000000000000004,14,2013-11-24,2013-11-24,18.54,100.62,0,One-time
LS-17200,Luke Schmidt,Corporate,South,145.2816,605.34,1,0.0,6,2011-10-18,2011-10-18,24.0,605.34,0,One-time
LS-17200,Luke Schmidt,Corporate,West,32.8182,107.012,2,0.08,14,2011-11-26,2014-09-26,30.67,53.51,1035,2yr+
LS-17230,Lycoris Saunders,Consumer,Central,-6.1662,253.34000000000003,1,0.2333333333333333,8,2012-06-16,2012-06-16,-2.43,253.34,0,One-time
LS-17230,Lycoris Saunders,Consumer,East,36.0302,96.1,1,0.0,5,2012-11-14,2012-11-14,37.49,96.1,0,One-time
LS-17230,Lycoris Saunders,Consumer,West,9.3312,19.44,1,0.0,3,2011-01-07,2011-01-07,48.0,19.44,0,One-time
LS-17245,Lynn Smith,Consumer,Central,106.8038,337.828,2,0.06666666666666667,12,2013-06-16,2014-11-27,31.61,168.91,529,1-2yr
LS-17245,Lynn Smith,Consumer,East,139.1934,414.63,1,0.08,24,2011-11-26,2011-11-26,33.57,414.63,0,One-time
LS-17245,Lynn Smith,Consumer,South,4.7976,47.976,1,0.2,3,2012-12-21,2012-12-21,10.0,47.98,0,One-time
LS-17245,Lynn Smith,Consumer,West,97.5636,207.702,2,0.06666666666666667,8,2011-10-16,2013-05-28,46.97,103.85,590,1-2yr
LT-16765,Larry Tron,Consumer,East,23.235,74.352,1,0.2,3,2014-12-05,2014-12-05,31.25,74.35,0,One-time
LT-16765,Larry Tron,Consumer,West,35.801,255.524,2,0.1,5,2011-09-01,2012-05-12,14.01,127.76,254,6-12mo
LT-17110,Liz Thompson,Consumer,Central,14.6016,634.113,2,0.525,16,2012-10-22,2013-03-14,2.3,317.06,143,0-6mo
LT-17110,Liz Thompson,Consumer,East,-22.024200000000004,291.702,2,0.2,11,2014-09-15,2014-11-27,-7.55,145.85,73,0-6mo
LT-17110,Liz Thompson,Consumer,South,244.4098,922.61,2,0.06666666666666667,15,2011-06-01,2013-11-20,26.49,461.3,903,2yr+
LT-17110,Liz Thompson,Consumer,West,83.98580000000001,1087.827,2,0.15,21,2012-11-02,2012-12-12,7.72,543.91,40,0-6mo
LW-16825,Laurel Workman,Corporate,Central,2.322,20.64,1,0.2,5,2014-10-04,2014-10-04,11.25,20.64,0,One-time
LW-16825,Laurel Workman,Corporate,East,239.35989999999998,765.494,1,0.05,14,2011-05-30,2011-05-30,31.27,765.49,0,One-time
LW-16825,Laurel Workman,Corporate,South,68.3612,581.1039999999999,1,0.44999999999999996,8,2011-07-01,2011-07-01,11.76,581.1,0,One-time
